"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL5674854";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - In vitro LogD";"";"10.6019/CHEMBL5674854";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes in vitro logD data.";"112";"1";"121";"CHEMBL_36";"2025-07-28"
"CHEMBL5303766";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe FHT-2344";"";"10.6019/CHEMBL5303766";"";"SGC Frankfurt";"2022";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: FHT-2344 was donated by Foghorn Therapeutics. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/FHT-2344. Control: FHT-5908. References: not published";"2";"151";"527";"CHEMBL_34";"2024-03-28"
"CHEMBL4303082";"";"52";"SARS-CoV-2 Screening Data";"A Large-scale Drug Repositioning Survey for SARS-CoV-2 Antivirals";"";"10.1101/2020.04.16.044016";"";"Laura Riva, Shuofeng Yuan, Xin Yin, Laura Martin-Sancho, Naoko Matsunaga, Sebastian Burgstaller-Muehlbacher, Lars Pache, Paul P. De Jesus, Mitchell V. Hull, Max Chang, Jasper Fuk-Woo Chan, Jianli Cao, Vincent Kwok-Man Poon, Kristina Herbert, Tu-Trinh Nguyen, Yuan Pu, Courtney Nguyen, Andrey Rubanov, Luis Martinez-Sobrido, Wen-Chun Liu, Lisa Miorin, Kris M. White, Jeffrey R. Johnson, Christopher Benner, Ren Sun, Peter G. Schultz, Andrew Su, Adolfo Garcia-Sastre, Arnab K. Chatterjee, Kwok-Yung Yuen, Sumit K. Chanda";"2020";"";"";"";"";"DATASET";"The emergence of novel SARS coronavirus 2 (SARS-CoV-2) in 2019 has triggered an ongoing global pandemic of severe pneumonia-like disease designated as coronavirus disease 2019 (COVID-19). To date, more than 2.1 million confirmed cases and 139,500 deaths have been reported worldwide, and there are currently no medical countermeasures available to prevent or treat the disease. As the development of a vaccine could require at least 12-18 months, and the typical timeline from hit finding to drug registration of an antiviral is >10 years, repositioning of known drugs can significantly accelerate the development and deployment of therapies for COVID-19. To identify therapeutics that can be repurposed as SARS-CoV-2 antivirals, we profiled a library of known drugs encompassing approximately 12,000 clinical-stage or FDA-approved small molecules. Here, we report the identification of 30 known drugs that inhibit viral replication. Of these, six were characterized for cellular dose-activity relationships, and showed effective concentrations likely to be commensurate with therapeutic doses in patients. These include the PIKfyve kinase inhibitor Apilimod, cysteine protease inhibitors MDL-28170, Z LVG CHN2, VBY-825, and ONO 5334, and the CCR1 antagonist MLN-3897. Since many of these molecules have advanced into the clinic, the known pharmacological and human safety profiles of these compounds will accelerate their preclinical and clinical evaluation for COVID-19 treatment.";"18";"1";"18";"CHEMBL_27";"2020-05-18"
"CHEMBL5723582";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe T-10430";"";"10.6019/CHEMBL5723582";"";"SGC Frankfurt";"2024";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: T-10430 was donated by Goethe University Frankfurt. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/T-10430. Control: T-10404. References: 1. Hernandez-Olmos, Victor, Jan Heering, Niklas Ildefeld, Johanna H. M. Ehrler, Alexander Kaps, Rinusha Rajkumar, Beatrice Marinescu, Astrid Kaiser, Igor Macinkovic, Mohammed A. F. Elewa, Mohamad Wessam Alnouri, Lewis Elson, Manfred Schubert-Zsilavecz, Wiebke Kallenborn-Gerhardt, Achim Schmidtko, Susanne Müller, Stefan Offermanns, Dieter Steinhilber, Andreas Weigert, and Ewgenij Proschak. 2025. ‘Identification of a Chemical Probe for BLT2 Activation by Scaffold Hopping’. Journal of Medicinal Chemistry 68(2):1195–1221. PMID: 39803894 (Probe: cmp 20, control: cmp 17).";"2";"314";"325";"CHEMBL_36";"2025-07-28"
"CHEMBL5209578";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Flow cytometry transport assay for SLC2A2 using HEK293 JumpIN TRex SLC2A2 WT-OE cells";"";"10.5281/zenodo.7360664";"";"Philipp Leippe";"2022";"";"";"";"";"DATASET";"A flow cytometry assay for the glucose transporter SLC2A2/GLUT2 was developed with a genetically-encoded biosensor for measuring free glucose, FLII12Pglu-700uDelta6 (Addgene #17866). This biosensor consists of the E. Coli glucose/galactose-binding protein MglB sandwiched between ECFP and Citrine-YFP. An increase in glucose concentration (dynamic range 0.05 - 11 mM) results in an increased FRET efficiency that can be observed by an increase in Citrine acceptor emission and a decrease in ECFP donor emission.";"4";"1";"4";"CHEMBL_33";"2023-05-31"
"CHEMBL5209580";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Flow cytometry transport assay for SLC2A3 using HEK293 JumpIN TRex SLC2A3 WT-OE cells";"";"10.5281/zenodo.7360656";"";"Philipp Leippe";"2022";"";"";"";"";"DATASET";"A flow cytometry assay for the glucose transporter SLC2A3/GLUT3 was developed with a genetically-encoded biosensor for measuring free glucose, FLII12Pglu-700uDelta6 (Addgene #17866). This biosensor consists of the E. Coli glucose/galactose-binding protein MglB sandwiched between ECFP and Citrine-YFP. An increase in glucose concentration (dynamic range 0.05 - 11 mM) results in an increased FRET efficiency that can be observed by an increase in Citrine acceptor emission and a decrease in ECFP donor emission.";"4";"1";"4";"CHEMBL_33";"2023-05-31"
"CHEMBL2218064";"";"21";"Deposited Supplementary Bioactivity Data";"Structure-activity relationship data for chemical series of antagonists of the P2X7 receptor (Supplementary Bioactivity Data for publication CHEMBL1157114)";"";"10.6019/CHEMBL2218064";"";"Senger S, Chau CH, Beswick PJ, Chambers LJ, Chessell IP, Davies DJ, Dean DK, Demont EH, Gleave R, Livermore DGH, Michel AD, Moses AP, Munoz-Muriedas J, Sime M, Steadman JGA, Theobald PJ, Thewlis RE, Trani G, Vimal M, Wall ID, Walter DS";"";"";"";"";"";"DATASET";"Supplementary bioactivity data for the GlaxoSmithKline (GSK) publication Bioorg. Med. Chem. Lett. 2010, 20, 3161-3164 (ChEMBL Doc ID: CHEMBL1157114): pIC50 values for 725 compounds that have been tested in the ethidium bromide release assay (ChEMBL Assay ID: CHEMBL1103860) described in reference 24 of the aforementioned publication. All compounds have been tested at least four times and have been reported as being active in all test occasions. The standard deviation for all results is less than or equal to 0.5.";"725";"1";"725";"CHEMBL_16";"2013-05-07"
"CHEMBL4649997";"";"55";"EUbOPEN Chemogenomic Library";"Data for probe TP-472";"";"10.6019/CHEMBL4649997";"";"SGC";"2021";"";"";"";"";"DATASET";"";"1";"35";"53";"CHEMBL_29";"2021-07-01"
"CHEMBL3433997";"";"32";"St. Jude Children’s Research Hospital Leishmania Screening";"St. Jude Leishmania screening dataset.";"";"10.6019/CHEMBL3433997";"";"";"";"";"";"";"";"DATASET";"";"13446";"3";"42105";"CHEMBL_21";"2016-02-01"
"CHEMBL4513161";"";"40";"CO-ADD Antimicrobial Screening";"CO-ADD screening of MMV (CH) - Pandemic Response Box";"";"10.6019/CHEMBL4513161";"";"Johannes Zuegg, Alysha Elliott, Maite Amado, Emma Cowie, Ali Hinton, Geraldine Kaeslin, Angela Kavanagh, Anne Kunert, Gabriell Lowe, Soumya Ramu, Janet Reid, Robin Trauer, Mathilde Desselle, Ruth Neale, Karl Hansford, Mark Blascovich, Matthew Cooper";"";"";"";"";"";"DATASET";"This data set was generated by screening MMV Pandemic Response Box compounds in the CO-ADD assays. CO-ADD, The Community for Open Antimicrobial Drug Discovery, is a global open-access screening initiative launched in February 2015 to uncover significant and rich chemical diversity held outside of corporate screening collections. CO-ADD provides unencumbered free antimicrobial screening for any interested academic researcher.  CO-ADD has been recognised as a novel approach in the fight against superbugs by the Wellcome Trust, who have provided funding through their Strategic Awards initiative (for more information on CO-ADD see: Helping Chemists Discover New Antibiotics (2015) Mark A. Blaskovich, Johannes Zuegg, Alysha G. Elliott, Matthew A. Cooper, DOI:10.1021/acsinfecdis.5b00044).";"400";"9";"4000";"CHEMBL_28";"2021-01-15"
"CHEMBL4507258";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe ABT-546";"";"10.6019/CHEMBL4507258";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: ABT-546 was donated by Abbvie. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ABT-546. Control: A-545. References: 1. Wu-Wong, J R, D B Dixon, W J Chiou, B D Dayton, E I Novosad, A L Adler, J L Wessale, S V Calzadilla, L Hernandez, K C Marsh, G Liu, B Szczepankiewicz, T W von Geldern, and T J Opgenorth. 1999. ‘Pharmacology of A-216546: A Highly Selective Antagonist for Endothelin ET(A) Receptor’. European Journal of Pharmacology 366(2–3):189–201. PMID: 10082200.";"2";"481";"1125";"CHEMBL_28";"2021-01-15"
"CHEMBL4507296";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe PF-05105679";"";"10.6019/CHEMBL4507296";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: PF-05105679 was donated by Pfizer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-05105679. Control: PF-05257137. References: 1. Andrews, Mark D, Kerry Af Forselles, Kevin Beaumont, Sébastien R G Galan, Paul A Glossop, Mathilde Grenie, Alan Jessiman, Amy S Kenyon, Graham Lunn, Graham Maw, Robert M Owen, David C Pryde, Dannielle Roberts, and Thien Duc Tran. 2015. ‘Discovery of a Selective TRPM8 Antagonist with Clinical Efficacy in Cold-Related Pain’. ACS Medicinal Chemistry Letters 6(4):419–24. PMID: 25893043. 2. Winchester, Wendy J, Katrina Gore, Sophie Glatt, Wendy Petit, Jennifer C Gardiner, Kelly Conlon, Michael Postlethwaite, Pierre-Philippe Saintot, Sonia Roberts, James R Gosset, Tomomi Matsuura, Mark D Andrews, Paul A Glossop, Michael J Palmer, Nicola Clear, Susie Collins, Kevin Beaumont, and David S Reynolds. 2014. ‘Inhibition of TRPM8 Channels Reduces Pain in the Cold Pressor Test in Humans’. The Journal of Pharmacology and Experimental Therapeutics 351(2):259–69. PMID: 25125580.";"2";"447";"591";"CHEMBL_28";"2021-01-15"
"CHEMBL4507316";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe Skepinone-L";"";"10.6019/CHEMBL4507316";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: Skepinone-L was donated by Uni Tübingen/ SGC FFM. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/Skepinone-L. Control: FM-743. References: 1. Koeberle, Solveigh C, Johannes Romir, Stefan Fischer, Andreas Koeberle, Verena Schattel, Wolfgang Albrecht, Christian Grütter, Oliver Werz, Daniel Rauh, Thilo Stehle, and Stefan A Laufer. 2011. ‘Skepinone-L Is a Selective P38 Mitogen-Activated Protein Kinase Inhibitor’. Nature Chemical Biology 8(2):141–43. PMID: 22198732. 2. Koeberle, Solveigh C, Stefan Fischer, Dieter Schollmeyer, Verena Schattel, Christian Grütter, Daniel Rauh, and Stefan A Laufer. 2012. ‘Design, Synthesis, and Biological Evaluation of Novel Disubstituted Dibenzosuberones as Highly Potent and Selective Inhibitors of P38 Mitogen Activated Protein Kinase’. Journal of Medicinal Chemistry 55(12):5868–77. PMID: 22676210 (Compound 2).";"1";"334";"392";"CHEMBL_28";"2021-01-15"
"CHEMBL2007661";"";"16";"GSK Published Kinase Inhibitor Set";"Compounds: GSK PKIS; Assays: UNC Frye lab";"";"10.6019/CHEMBL2007661";"";"";"";"";"";"";"";"DATASET";"";"366";"6";"3405";"CHEMBL_14";"2012-06-27"
"CHEMBL3392924";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV box selection for compounds with potential use in combination with artemisinin using S. cerevisiae";"";"10.6019/CHEMBL3392924";"";"LT Jensen lab, Mahidol University, Thailand (submitted by: Laran T. Jensen, Worathad Chindaudomsate, Amornrat Naranuntarat Jensen)";"";"";"";"";"";"DATASET";"";"80";"1";"80";"CHEMBL_21";"2016-02-01"
"CHEMBL4507295";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe MSD-M1PAM";"";"10.6019/CHEMBL4507295";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: MSD-M1PAM was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MSD-M1PAM. Control: MSD-M1PAM-NC. References: 1. Kuduk, Scott D, Ronald K Chang, Christina N Di Marco, Daniel R Pitts, Thomas J Greshock, Lei Ma, Marion Wittmann, Matthew A Seager, Kenneth A Koeplinger, Charles D Thompson, George D Hartman, Mark T Bilodeau, and William J Ray. 2011. ‘Discovery of a Selective Allosteric M1 Receptor Modulator with Suitable Development Properties Based on a Quinolizidinone Carboxylic Acid Scaffold’. Journal of Medicinal Chemistry 54(13):4773–80. PMID: 21682298 (Compound 4i). 2. Kuduk, Scott D, Ronald K Chang, Thomas J Greshock, William J Ray, Lei Ma, Marion Wittmann, Matthew A Seager, Kenneth A Koeplinger, Charles D Thompson, George D Hartman, and Mark T Bilodeau. 2012. ‘Identification of Amides as Carboxylic Acid Surrogates for Quinolizidinone-Based M1 Positive Allosteric Modulators’. ACS Medicinal Chemistry Letters 3(12):1070–74. PMID: 24900430 (Compound 2).";"2";"537";"1229";"CHEMBL_28";"2021-01-15"
"CHEMBL3988442";"";"33";"Gates Foundation Compound Collection";"University of Dundee, Small-Polar-MMV Screening Library";"";"10.6019/CHEMBL3988442";"";"University of Dundee";"2021";"";"";"";"";"DATASET";"";"87195";"26";"1413047";"CHEMBL_24";"2018-04-23"
"CHEMBL3987221";"";"34";"Medicines for Malaria Venture (MMV) Pathogen Box";"The Australian National University Dept Of Immunology Pathogen Box Compounds Screened";"";"10.6019/CHEMBL3987221";"";"Anna Ehmann";"";"";"";"";"";"DATASET";"400 compounds from the Pathogen box were screened for inhibitory active of 2 NTD relevant human targets Ferrochelatase and  Porphobilinogen deaminase.  Chemical structures and associated data are hereby made public to encourage additional drug lead identification efforts and further research into this disease.";"400";"2";"800";"CHEMBL_24";"2018-04-23"
"CHEMBL4800726";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe MSC-4381";"";"10.6019/CHEMBL4800726";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: MSC-4381 was donated by Merck. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MSC-4381. Control: MSC-0516. References: 1. Heinrich, Timo, Ada Sala-Hojman, Roberta Ferretti, Carl Petersson, Stefano Minguzzi, Andrzej Gondela, Shivapriya Ramaswamy, Anna Bartosik, Frank Czauderna, Lindsey Crowley, Pamela Wahra, Heike Schilke, Pia Böpple, Łukasz Dudek, Marcin Leś, Paulina Niedziejko, Kamila Olech, Henryk Pawlik, Łukasz Włoszczak, Karol Zuchowicz, Jose Ramon Suarez Alvarez, Justyna Martyka, Ewa Sitek, Maciej Mikulski, Joanna Szczęśniak, Sven Jäckel, Mireille Krier, Marcin Król, Ansgar Wegener, Michał Gałęzowski, Mateusz Nowak, Frank Becker, and Christian Herhaus. 2021. ‘Discovery of 5-{2-[5-Chloro-2-(5-Ethoxyquinoline-8-Sulfonamido)Phenyl]Ethynyl}-4-Methoxypyridine-2-Carboxylic Acid, a Highly Selective in Vivo Useable Chemical Probe to Dissect MCT4 Biology’. Journal of Medicinal Chemistry 64(16):11904–33. PMID: 34382802 (Compound 18n).";"2";"76";"172";"CHEMBL_30";"2022-02-22"
"CHEMBL4800722";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI 605906";"";"10.6019/CHEMBL4800722";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI 605906 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI%20605906. Control: BI-5026. References: 1. Clark, Kristopher, Mark Peggie, Lorna Plater, Ronald J. Sorcek, Erick R. R. Young, Jeffrey B. Madwed, Joanne Hough, Edward G. McIver, and Philip Cohen. 2011. ‘Novel Cross-Talk within the IKK Family Controls Innate Immunity’. The Biochemical Journal 434(1):93–104. PMID: 21138416. 2. Li, Zhibin, Bing-Shiou Yang, Mo Jiang, Magnus Eriksson, Earl Spinelli, Nathan Yee, and Chris Senanayake. 2009. ‘A Practical Solid Form Screen Approach To Identify a Pharmaceutical Glutaric Acid Cocrystal for Development’. Organic Process Research & Development 13(6):1307–14. DOI: 10.1021/op900137j (Compound 1).";"2";"487";"700";"CHEMBL_30";"2022-02-22"
"CHEMBL4507319";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY-3827";"";"10.6019/CHEMBL4507319";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY-3827 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-3827. Control: BAY-974. References: 1. Lemos, Clara, Volker K. Schulze, Simon J. Baumgart, Ekaterina Nevedomskaya, Tobias Heinrich, Julien Lefranc, Benjamin Bader, Clara D. Christ, Hans Briem, Lara P. Kuhnke, Simon J. Holton, Ulf Bömer, Philip Lienau, Franz von Nussbaum, Carl F. Nising, Marcus Bauser, Andrea Hägebarth, Dominik Mumberg, and Bernard Haendler. 2021. ‘The Potent AMPK Inhibitor BAY-3827 Shows Strong Efficacy in Androgen-Dependent Prostate Cancer Models’. Cellular Oncology (Dordrecht). PMID: 33492659. 2. Lemos, Clara, Volker K. Schulze, Benjamin Bader, Clara D. Christ, Hans Briem, Oliver Politz, Florian Prinz, Simon Holton, Tobias Heinrich, Julien Lefranc, Philip Lienau, Arne Scholz, Franz von Nussbaum, Carl Friedrich Nising, Dominik Mumberg, Marcus Bauser, and Andrea Hägebarth. 2018. ‘Abstract 5873: BAY-3827, a Selective Inhibitor of AMPK for the Evaluation of the Role of AMPK in Myc-Dependent Tumors’. Pp. 5873–5873 in Experimental and Molecular Therapeutics. American Association for Cancer Research. DOI: 10.1158/1538-7445.AM2018-5873 .";"2";"521";"1440";"CHEMBL_28";"2021-01-15"
"CHEMBL4507298";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe PF-04418948";"";"10.6019/CHEMBL4507298";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: PF-04418948 was donated by Pfizer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04418948. Control: PF-04475866. References: 1. af Forselles, K J, J Root, T Clarke, D Davey, K Aughton, K Dack, and N Pullen. 2011. ‘In Vitro and in Vivo Characterization of PF-04418948, a Novel, Potent and Selective Prostaglandin EP₂ Receptor Antagonist’. British Journal of Pharmacology 164(7):1847–56. PMID: 21595651.";"2";"514";"696";"CHEMBL_28";"2021-01-15"
"CHEMBL5209564";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Superclomeleon biosensor based assay for SLC12A3 using HEK-293 SLC12A3 OE cells";"";"10.5281/zenodo.7389872";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"SuperClomeleon is a Cl- sensitive ratiometric FRET (Fluorescence Resonance Energy Transfer) sensor obtained by fusing a YFP mutant (Yellow Fluorescent Protein, that is a yellow variant of the GFP with a high sensitivity towards halides) and the Cyan Fluorescent Protein (CFP, insensitive to halides). Intracellular increase of Cl- finally leads to a decrease of the FRET ratio YFP/CFP. SLC12A3 is the thiazide-sensitive electroneutral NaCl co-transporter (NCC), it is mainly expressed in the epithelial cells of the renal distal convoluted tubule (DCT), where it is responsible for the reabsorption of 5 to 10% of filtered Na+ and Cl-. Chloride fluxes through SLC12A3 lead to Superclomelon FRET signal changes that can be monitored.";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL5463726";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JP3000";"";"10.6019/CHEMBL5463726";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JP3000 was donated by LMU. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JP3000. Control: JP3001. References: 1. Adouvi, Gustave, Felix Nawa, Marco Ballarotto, Lorena Andrea Rüger, Loris Knümann, Till Kasch, Silvia Arifi, Manfred Schubert-Zsilavecz, Sabine Willems, Julian A. Marschner, Jörg Pabel, and Daniel Merk. 2023. ‘Structural Fusion of Natural and Synthetic Ligand Features Boosts RXR Agonist Potency’. Journal of Medicinal Chemistry 66(24):16762–71. PMID: 38064686 (Probe: cmp 27, control cmp 28).";"2";"6";"10";"CHEMBL_35";"2024-12-01"
"CHEMBL4630902";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe GSK973";"";"10.6019/CHEMBL4630902";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: GSK973 was donated by GlaxoSmithKline. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK973. Control: GSK943. References: 1. Preston, Alex, Stephen J. Atkinson, Paul Bamborough, Chun-Wa Chung, Laurie J. Gordon, Paola Grandi, James R. J. Gray, Lee A. Harrison, Antonia J. Lewis, David Lugo, Cassie Messenger, Anne-Marie Michon, Darren J. Mitchell, Rab K. Prinjha, Inmaculada Rioja, Jon Seal, Simon Taylor, Pierre Thesmar, Ian D. Wall, Robert J. Watson, James M. Woolven, and Emmanuel H. Demont. 2020. ‘GSK973 Is an Inhibitor of the Second Bromodomains (BD2s) of the Bromodomain and Extra-Terminal (BET) Family’. ACS Medicinal Chemistry Letters 11(8):1581–87. PMID: 32832027. 2. Gilan, Omer, Inmaculada Rioja, Kathy Knezevic, Matthew J. Bell, Miriam M. Yeung, Nicola R. Harker, Enid Y. N. Lam, Chun-Wa Chung, Paul Bamborough, Massimo Petretich, Marjeta Urh, Stephen J. Atkinson, Anna K. Bassil, Emma J. Roberts, Dane Vassiliadis, Marian L. Burr, Alex G. S. Preston, Christopher Wellaway, Thilo Werner, James R. Gray, Anne-Marie Michon, Thomas Gobbetti, Vinod Kumar, Peter E. Soden, Andrea Haynes, Johanna Vappiani, David F. Tough, Simon Taylor, Sarah-Jane Dawson, Marcus Bantscheff, Matthew Lindon, Gerard Drewes, Emmanuel H. Demont, Danette L. Daniels, Paola Grandi, Rab K. Prinjha, and Mark A. Dawson. 2020. ‘Selective Targeting of BD1 and BD2 of the BET Proteins in Cancer and Immunoinflammation’. Science (New York, N.Y.) 368(6489):387–94. PMID: 32193360.";"2";"73";"154";"CHEMBL_29";"2021-07-01"
"CHEMBL4507290";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe CRTH2 antagonist, MK-7246";"";"10.6019/CHEMBL4507290";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: CRTH2 antagonist, MK-7246 was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CRTH<sub>2</sub>%20antagonist. Control: CRTH2 negative control. References: 1. Gallant, Michel, Christian Beaulieu, Carl Berthelette, John Colucci, Michael A. Crackower, Chad Dalton, Danielle Denis, Yves Ducharme, Richard W. Friesen, Daniel Guay, François G. Gervais, Martine Hamel, Robert Houle, Connie M. Krawczyk, Birgit Kosjek, Stephen Lau, Yves Leblanc, Ernest E. Lee, Jean-François Levesque, Christophe Mellon, Carmela Molinaro, Wayne Mullet, Gary P. O’Neill, Paul O’Shea, Nicole Sawyer, Susan Sillaots, Daniel Simard, Deborah Slipetz, Rino Stocco, Dan Sørensen, Vouy Linh Truong, Elizabeth Wong, Jin Wu, Helmi Zaghdane, and Zhaoyin Wang. 2011. ‘Discovery of MK-7246, a Selective CRTH2 Antagonist for the Treatment of Respiratory Diseases’. Bioorganic & Medicinal Chemistry Letters 21(1):288–93. doi: 10.1016/j.bmcl.2010.11.015. PMID: 21106375 (MK-7246).";"2";"441";"1059";"CHEMBL_28";"2021-01-15"
"CHEMBL6193873";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JNJ-8003";"";"10.6019/CHEMBL6193873";"";"SGC Frankfurt";"2025";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JNJ-8003 was donated by Johnson & Johnson. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-8003. Control: JNJ-6643. References: 1. Yu, Xiaodi, Pravien Abeywickrema, Brecht Bonneux, Ishani Behera, Brandon Anson, Edgar Jacoby, Amy Fung, Suraj Adhikary, Anusarka Bhaumik, Rodrigo J. Carbajo, Suzanne De Bruyn, Robyn Miller, Aaron Patrick, Quyen Pham, Madison Piassek, Nick Verheyen, Afzaal Shareef, Priscila Sutto-Ortiz, Nina Ysebaert, Herman Van Vlijmen, Tim H. M. Jonckers, Florence Herschke, Jason S. McLellan, Etienne Decroly, Rachel Fearns, Sandrine Grosse, Dirk Roymans, Sujata Sharma, Peter Rigaux, and Zhinan Jin. 2023. ‘Structural and Mechanistic Insights into the Inhibition of Respiratory Syncytial Virus Polymerase by a Non-Nucleoside Inhibitor’. Communications Biology 6(1):1074. PMID: 37865687. 2. Grosse, Sandrine, Ludwig Cooymans, Werner Embrechts, David McGowan, Edgar Jacoby, Bart Stoops, Kusum Gupta, Mark Ackermann, Sarhad Alnajjar, Jerome Guillemont, Zhinan Jin, Bart Kesteleyn, Kiran Matcha, Pun Sriboonyapirat, Anh Truong, Joke Van Den Berg, Xiaodi Yu, Florence Herschke, Dirk Roymans, Pierre Raboisson, Peter Rigaux, and Tim H. M. Jonckers. 2024. ‘Discovery of Gem -Dimethyl-Hydroxymethylpyridine Derivatives as Potent Non-Nucleoside RSV Polymerase Inhibitors’. Journal of Medicinal Chemistry 67(16):13723–36. doi:10.1021/acs.jmedchem.4c00525. PMID: 39105710 (Compound 28).";"2";"80";"202";"CHEMBL_37";"2026-05-01"
"CHEMBL2094269";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"WEHI/Eskitis Trypanosoma b. brucei screening data";"";"10.6019/CHEMBL2094269";"";"Melissa L. Sykes, Jonathan B. Baell, Marcel Kaiser, Eric Chatelain, Danny Ganame, Jean-Robert Ioset, Vicky M Avery";"";"";"";"";"";"DATASET";"Identification of compounds with anti-proliferative activity against Trypanosoma brucei brucei BS427 by a whole cell viability based HTS campaign";"1148";"7";"1909";"CHEMBL_15";"2013-01-23"
