"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL5463729";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY 1753011";"";"10.6019/CHEMBL5463729";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY 1753011 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY%201753011. Control: BAY-2297. References: 1. Kolkhof, Peter, Elisabeth Pook, Mira Pavkovic, Axel Kretschmer, Anja Buchmüller, Hanna Tinel, Martina Delbeck, Thomas Mondritzki, Pierre Wasnaire, Wilfried Dinh, Hubert Truebel, Jörg Hüser, and Carsten Schmeck. 2019. ‘Vascular Protection and Decongestion Without Renin-Angiotensin-Aldosterone System Stimulation Mediated by a Novel Dual-Acting Vasopressin V1a/V2 Receptor Antagonist’. Journal of Cardiovascular Pharmacology 74(1):44–52. PMID:  31274842. 2. Mondritzki, Thomas, Thuy Anh Mai, Julia Vogel, Elisabeth Pook, Pierre Wasnaire, Carsten Schmeck, Jörg Hüser, Wilfried Dinh, Hubert Truebel, and Peter Kolkhof. 2021. ‘Cardiac Output Improvement by Pecavaptan: A Novel Dual-Acting Vasopressin V1a/V2 Receptor Antagonist in Experimental Heart Failure’. European Journal of Heart Failure 23(5):743–50. PMID: 32946151. 3. Goldsmith, Steven R., Daniel Burkhoff, Finn Gustafsson, Adriaan Voors, Faiez Zannad, Peter Kolkhof, Gerald Staedtler, Pablo Colorado, Wilfried Dinh, and James E. Udelson. 2021. ‘Dual Vasopressin Receptor Antagonism to Improve Congestion in Patients With Acute Heart Failure: Design of the AVANTI Trial’. Journal of Cardiac Failure 27(2):233–41. PMID: 33188886 (clinical trial).";"2";"488";"1162";"CHEMBL_35";"2024-12-01"
"CHEMBL4507259";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe A-485";"";"10.6019/CHEMBL4507259";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: A-485 was donated by Abbvie. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-485. Control: A-486. References: 1. Lasko, Loren M, Clarissa G Jakob, Rohinton P Edalji, Wei Qiu, Debra Montgomery, Enrico L Digiammarino, T Matt Hansen, Roberto M Risi, Robin Frey, Vlasios Manaves, Bailin Shaw, Mikkel Algire, Paul Hessler, Lloyd T Lam, Tamar Uziel, Emily Faivre, Debra Ferguson, Fritz G Buchanan, Ruth L Martin, Maricel Torrent, Gary G Chiang, Kannan Karukurichi, J William Langston, Brian T Weinert, Chunaram Choudhary, Peter de Vries, John H Van Drie, David McElligott, Ed Kesicki, Ronen Marmorstein, Chaohong Sun, Philip A Cole, Saul H Rosenberg, Michael R Michaelides, Albert Lai, and Kenneth D Bromberg. 2017. ‘Discovery of a Selective Catalytic P300/CBP Inhibitor That Targets Lineage-Specific Tumours’. Nature 550(7674):128–32. PMID: 28953875.";"2";"618";"1338";"CHEMBL_28";"2021-01-15"
"CHEMBL4630907";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe GSK778";"";"10.6019/CHEMBL4630907";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: GSK778 was donated by GlaxoSmithKline. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK778. Control: No control. References: 1. Wellaway, Christopher R., Paul Bamborough, Sharon G. Bernard, Chun-wa Chung, Peter D. Craggs, Leanne Cutler, Emmanuel H. Demont, John P. Evans, Laurie Gordon, Bhumika Karamshi, Antonia J. Lewis, Matthew J. Lindon, Darren J. Mitchell, Inmaculada Rioja, Peter E. Soden, Simon Taylor, Robert J. Watson, Rob Willis, James M. Woolven, Beata S. Wyspianska, William J. Kerr, and Rab K. Prinjha. 2020. ‘Structure-Based Design of a Bromodomain and Extraterminal Domain (BET) Inhibitor Selective for the N-Terminal Bromodomains That Retains an Anti-Inflammatory and Antiproliferative Phenotype’. Journal of Medicinal Chemistry 63(17):9020–44. PMID: 32787145 (Compound 62). 2. Gilan, Omer, Inmaculada Rioja, Kathy Knezevic, Matthew J. Bell, Miriam M. Yeung, Nicola R. Harker, Enid Y. N. Lam, Chun-Wa Chung, Paul Bamborough, Massimo Petretich, Marjeta Urh, Stephen J. Atkinson, Anna K. Bassil, Emma J. Roberts, Dane Vassiliadis, Marian L. Burr, Alex G. S. Preston, Christopher Wellaway, Thilo Werner, James R. Gray, Anne-Marie Michon, Thomas Gobbetti, Vinod Kumar, Peter E. Soden, Andrea Haynes, Johanna Vappiani, David F. Tough, Simon Taylor, Sarah-Jane Dawson, Marcus Bantscheff, Matthew Lindon, Gerard Drewes, Emmanuel H. Demont, Danette L. Daniels, Paola Grandi, Rab K. Prinjha, and Mark A. Dawson. 2020. ‘Selective Targeting of BD1 and BD2 of the BET Proteins in Cancer and Immunoinflammation’. Science (New York, N.Y.) 368(6489):387–94. PMID: 32193360.";"1";"93";"163";"CHEMBL_29";"2021-07-01"
"CHEMBL5209575";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC1A1 using HEK-293 SLC1A1 OE cells";"";"10.5281/zenodo.7361326";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC1A1. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC1A1 is a sodium-dependent, high-affinity amino acid transporter that mediates the uptake of L-glutamate and L-aspartate/D-aspartate. It is also reported to mediate the transport of L-cysteine. It functions as symporter that transports one amino acid molecule together with two or three Na+ ions, thus it is an electrogenic transporter eligible to be studied using the membrane potential dye.";"3";"1";"3";"CHEMBL_33";"2023-05-31"
"CHEMBL5723585";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JNJ-54082730";"";"10.6019/CHEMBL5723585";"";"SGC Frankfurt";"2024";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JNJ-54082730 was donated by Janssen. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-54082730. Control: JNJ-54103985. References: not published";"2";"54";"68";"CHEMBL_36";"2025-07-28"
"CHEMBL4507312";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe IPP/CNRS-A017";"";"10.6019/CHEMBL4507312";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: IPP/CNRS-A017 was donated by IPP/CNRS. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/IPP/CNRS-A017. Control: IPP/CNRS-A019. References: 1. Lucas-Hourani, Marianne, Hélène Munier-Lehmann, Farah El Mazouni, Nicholas A Malmquist, Jane Harpon, Eloi P Coutant, Sandrine Guillou, Olivier Helynck, Anne Noel, Artur Scherf, Margaret A Phillips, Frédéric Tangy, Pierre-Olivier Vidalain, and Yves L Janin. 2015. ‘Original 2-(3-Alkoxy-1H-Pyrazol-1-Yl)Azines Inhibitors of Human Dihydroorotate Dehydrogenase (DHODH)’. Journal of Medicinal Chemistry 58(14):5579–98. PMID: 26079043 (Compound 18d).";"2";"440";"582";"CHEMBL_28";"2021-01-15"
"CHEMBL3137356";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Box Cryptosporidium parvum screening set";"";"10.6019/CHEMBL3137356";"";"University of Vermont";"";"";"";"";"";"DATASET";"";"400";"1";"400";"CHEMBL_19";"2014-07-03"
"CHEMBL5209563";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"FFN206 based assay for SLC18A1 using HEK-293 SLC18A1 OE cells";"";"10.5281/zenodo.7360413";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FFN206 (FFN= False Fluorescent Neurotrasmitter) is a fluorescent assay developed in intact cells for monoamine uptake. Compound FFN206 is a fluorescent SLC18A1/SLC18A2 substrate which was developed and allowed functional examination of VMAT1 and VMAT2 in cell culture, using fluorescence microscopy or microplate reader. It crosses the plasma membrane and accumulates into vesicles by SLC18A1 or SLC18A2 transport. SLC18A1 is a transporter protein expressed on vesicular membranes for the monoamines (dopamine, serotonin, norepinephrine, and histamine). While the SLC18A2 isoform is expressed in the monoaminergic neurons throughout the CNS, the SLC18A1 isoform is only expressed in endocrine/paracrine cells associated with the stomach, intestine, and sympathetic nervous system. It functions as antiporter (2H+ out/1 monoamine in) essential for monoamine uptake into vesicles.";"3";"1";"3";"CHEMBL_33";"2023-05-31"
"CHEMBL5209574";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Fluo-8 based assay for SLC24A4 using HEK293 JumpIn SLC24A4 OE cells";"";"10.5281/zenodo.7360317";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"Screen Questtrade mark Fluo-8 NW Calcium Assay Kit provides a homogeneous fluorescence-based assay for detecting the intracellular calcium mobilization, upon activation of SLC24A4. Fluo-8 NW can cross cell membrane, once inside the cell, the lipophilic blocking groups of Fluo-8 AM are cleaved by non-specific cell esterase, resulting in a negatively charged fluorescent dye that stays inside cells. Its fluorescence is greatly enhanced upon binding to calcium. SLC24A4 is a K+-dependent Na+/Ca2+ antiporter, whose activity requires K+. Physiologically, the transporter works extruding the excess of intracellular calcium in exchange with extracellular sodium (forward mode of action), thus contributing to the maintenance of calcium homeostasis. In particular conditions (high extracellular potassium) it may also work in the opposite direction, increasing intracellular calcium concentration (reverse mode of action).";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL3988181";"";"43";"GSK Published Kinase Inhibitor Set 2";"GlaxoSmithKline Published Kinase Inhibitor Set 2 Onchocerca lienalis Screening Data";"";"10.6019/CHEMBL3988181";"";"Simon Townson and Suzanne Gokool";"";"";"";"";"";"DATASET";"The GKS PKIS2 collection of 490 compounds were tested against Onchocerca lienalis microfilariae in a 96-well format. The assay is described in Townson et al. (2007) Challenges in drug discovery for novel antifilarials, Expert Opinion on Drug Discovery, 2, S63-S73";"486";"1";"491";"CHEMBL_24";"2018-04-23"
"CHEMBL5209572";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC22A4 using HEK-293 SLC22A4 OE cells";"";"10.5281/zenodo.7360363";"";"Francesca Sassone; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC22A4. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC22A4 is an organic cation transporter that mediates Ergothioneine transport with a stoichiometry of two sodium per Ergothioneine transported, thus determining dye signal increase upon activation.";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL5724581";"";"55";"EUbOPEN Chemogenomic Library";"Toxicity screen in purified B cell assay results for EUbOPEN Chemogenomics Library";"";"10.6019/CHEMBL5724581";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"The study investigates the effects of specific chemical probes and compounds on B cell viability and cytokine secretion in a multiple sclerosis (MS) context. Purified CD19+ B cells, obtained from both healthy donors and diagnosed MS patients, were cultured with a stimulation cocktail and tested against 55 GPCR antagonists and agonists. Results revealed that none of the compounds significantly compromised cell viability, as measured by CellTiter-Glo assay. These findings support the use of GPCR-targeting compounds in further studies on B cell-mediated mechanisms in MS treatment strategies.";"55";"1";"59";"CHEMBL_36";"2025-07-28"
"CHEMBL6193879";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe Huib32";"";"10.6019/CHEMBL6193879";"";"SGC Frankfurt";"2025";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: Huib32 was donated by Leiden University Medical Center. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/Huib32. Control: Huib32NC. References: 1. Scherpe, Stephan, Vito Pol, Raymond Kooij, Adán Pinto-Fernández, Rayman T. N. Tjokrodirijo, Darragh P. O’Brien, Iolanda Vendrell, Dharjath S. Hameed, Peter A. Van Veelen, Benedikt M. Kessler, Paul P. Geurink, and Aysegul Sapmaz. 2025. ‘Huib32: A Potent and Selective USP32 Inhibitor Modulating Endosomal Processes and Advancing Cell-Permeable USP32 Probes’. DOI: 10.1101/2025.04.19.649632.";"2";"1";"10";"CHEMBL_37";"2026-05-01"
"CHEMBL5209566";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Superclomeleon biosensor-based assay for SLC26A9 using HEK293 SLC26A9 JumpIn OE cells";"";"10.5281/zenodo.7389993";"";"Francesca Sassone; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"SuperClomeleon is a Cl- sensitive ratiometric FRET (Fluorescence Resonance Energy Transfer) sensor obtained by fusing a YFP mutant (Yellow Fluorescent Protein, that is a yellow variant of the GFP with a high sensitivity towards halides) and the Cyan Fluorescent Protein (CFP, insensitive to halides). Intracellular increase of Cl- finally leads to a decrease of the FRET ratio YFP/CFP. SLC26A9 is involved in diverse transport modes in different systems and especially is a highly selective Cl- transporter: Chloride fluxes through SLC26A9 lead to Superclomelon FRET signal changes that can be monitored.";"2";"1";"2";"CHEMBL_33";"2023-05-31"
"CHEMBL5209567";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC2A9 using HEK-293 SLC2A9 OE cells";"";"10.5281/zenodo.7360607";"";"Francesca Sassone; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC2A9. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC2A9 is a facilitative urate transporter located in the apical and basolateral membrane of the proximal convoluted tubule of the kidney. Two isoforms, a long one (isoform 1) and a short one (isoform 2) have been described showing divergences at the N-terminal. The transport mediated by SLC2A9 is electrogenic and therefore eligible to be studied using FLIPR(R) membrane potential assay.";"2";"1";"4";"CHEMBL_33";"2023-05-31"
"CHEMBL4507321";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe WM-1119";"";"10.6019/CHEMBL4507321";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: WM-1119 was donated by Monash University, SGC Toronto. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/WM-1119. Control: WM-2474. References: 1. Baell, Jonathan B., David J. Leaver, Stefan J. Hermans, Gemma L. Kelly, Margs S. Brennan, Natalie L. Downer, Nghi Nguyen, Johannes Wichmann, Helen M. McRae, Yuqing Yang, Ben Cleary, H. Rachel Lagiakos, Stephen Mieruszynski, Guido Pacini, Hannah K. Vanyai, Maria I. Bergamasco, Rose E. May, Bethany K. Davey, Kimberly J. Morgan, Andrew J. Sealey, Beinan Wang, Natasha Zamudio, Stephen Wilcox, Alexandra L. Garnham, Bilal N. Sheikh, Brandon J. Aubrey, Karen Doggett, Matthew C. Chung, Melanie de Silva, John Bentley, Pat Pilling, Meghan Hattarki, Olan Dolezal, Matthew L. Dennis, Hendrik Falk, Bin Ren, Susan A. Charman, Karen L. White, Jai Rautela, Andrea Newbold, Edwin D. Hawkins, Ricky W. Johnstone, Nicholas D. Huntington, Thomas S. Peat, Joan K. Heath, Andreas Strasser, Michael W. Parker, Gordon K. Smyth, Ian P. Street, Brendon J. Monahan, Anne K. Voss, and Tim Thomas. 2018. ‘Inhibitors of Histone Acetyltransferases KAT6A/B Induce Senescence and Arrest Tumour Growth’. Nature 560(7717):253–57. PMID: 30069049. 2. Priebbenow, Daniel L., David J. Leaver, Nghi Nguyen, Benjamin Cleary, H. Rachel Lagiakos, Julie Sanchez, Lian Xue, Fei Huang, Yuxin Sun, Prashant Mujumdar, Ramesh Mudududdla, Swapna Varghese, Silvia Teguh, Susan A. Charman, Karen L. White, David M. Shackleford, Kasiram Katneni, Matthew Cuellar, Jessica M. Strasser, Jayme L. Dahlin, Michael A. Walters, Ian P. Street, Brendon J. Monahan, Kate E. Jarman, Helene Jousset Sabroux, Hendrik Falk, Matthew C. Chung, Stefan J. Hermans, Natalie L. Downer, Michael W. Parker, Anne K. Voss, Tim Thomas, and Jonathan B. Baell. 2020. ‘Discovery of Acylsulfonohydrazide-Derived Inhibitors of the Lysine Acetyltransferase, KAT6A, as Potent Senescence-Inducing Anti-Cancer Agents’. Journal of Medicinal Chemistry 63(9):4655–84. PMID: 32118427.";"2";"47";"102";"CHEMBL_28";"2021-01-15"
